review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
1288,Pfizer,Healthcare,Senior manager,2025-07-30,4.0,"Good benefits, supportive team, stock benefits","Layoffs every year for past 2-3 years, corporate red tape"
1289,Roche,Healthcare,Anonymous employee,2025-10-03,3.0,Benefits are good compared to other places,"Politics, financial stress to make more profit"
1290,GSK,Healthcare,Medical science liaison (msl),2025-03-12,3.0,"WLB, good culture, company shutdown in December","Takes time to make decision, fast changing work environment"
1291,Roche,Healthcare,Senior software engineer,2025-03-18,5.0,"Good Work Life Balance
latest technologies",Slow paced work style takes forever to make a decison
1292,Mayo Clinic,Healthcare,Laboratory technician,2025-11-13,5.0,"Highly efficient, lots of engagement and asking employees how to improve work environment, took things seriously and wanted the best for all employees. They cross all T's and dot all I's",not much. The timechart system wasnt my favorite
1293,Mayo Clinic,Healthcare,Research protocol specialist,2025-04-28,3.0,"Great management for RPS cancer and non cancer - best manager and team leads I have had after many years at Mayo in different departments Flexible - remote Staff support - hard role with a lot of information, so during training and the first couple of months of learning everything, the team is so supportive and willing to help and educate all the time Good work life balance Ability to learn new skills and grow throughout clinical research","With my level of education and experience, I feel underpaid - Mayo is big on total compensation and tries to advocate actual pay with the other benefits that an employee may receive, so I always feel as if the actual pay for any position that I have had here is lower than other national and state averages"
1294,Pfizer,Healthcare,Anonymous employee,2025-09-01,3.0,"Solid benefits package, huge amount of resources to draw from, opportunities for growth","Regular layoffs, rigid promotion structure, salary is on lower end of industry average"
1295,Johnson & Johnson,Healthcare,Tpo,2025-10-14,5.0,Depends on the service line,Slow months and fast months
1296,Johnson & Johnson,Healthcare,Staff software engineer,2025-09-18,4.0,"Really good manager, difficult position, and very high pay. I did a took home assessment and many online assessments that were very difficult. Try to get this one if you can. Good benefits.",Was put on a pip for over 1 year. Then got laid off.
1297,Johnson & Johnson,Healthcare,Team member,2025-11-12,5.0,Good pay and friendly family like environment,None from my personal experience
1298,Roche,Healthcare,Senior r&d manager,2025-06-14,5.0,"Highly skilled workforce, especially if you expand your network outside of your particular work site. European headquartered company brings much greater emphasis to valuing their employees professional growth and work/life balance than the typical Silicon Valley employer.","Fairly siloed (Research/Development/Manufacturing/Customer Support/Sales/Marketing), and can be difficult getting to know who the key players are and what they do. Lots of process that can bog projects down. Changing/unclear business strategies can add unnecessary years on to projects."
1299,Boston Scientific,Healthcare,Associate director of engineering,2025-11-05,5.0,"Culture, flexibility, purpose, and growth opportunities.","Compensation, challenging acquisition environment, legacy products."
1300,Boston Scientific,Healthcare,Scrum master,2025-07-23,5.0,This industry has been stable where other industries right now are experiencing layoffs. Great work life balance. You can take ownership of your career and upskill to get positions that accelerate your career growth.,Base Pay not as competitive as other companies. Not as many perks like RSUs or free food.
1301,Johnson & Johnson,Healthcare,Tpo,2025-10-14,5.0,Depends on the service line,Slow months and fast months
1302,Roche,Healthcare,Sr. mechanical design engineer,2025-05-19,4.0,Teams are all really great people excited to work on an innovative product Complex product means always something to learn Teams are growing more people to help with projects,"Complex product also means always lots of problems As integrating fully into roche some speed bumps with changing software systems, quality systems"
1303,Johnson & Johnson,Healthcare,Account manager,2025-10-21,3.0,"easy job, non stresful, comunicative","ipo, machine learning, automatization, sql"
1304,Boston Scientific,Healthcare,Senior financial analyst,2025-10-29,2.0,Great pay and some solid benefits,"Culture differs from team to team, really need to improving training method or documentation. Can get crazy workload from the jump and then get minimal support."
1305,Pfizer,Healthcare,Manager,2025-06-11,3.0,"Positive culture, opportunities to move within the company from one functional area to another, nice office in NYC, hybrid work schedule. Good work life balance","Few promotion opportunities, Salaries are not competitive with the industry, Pfizer is very cliquey. Lots of re-org going on the last few years within Pfizer R&D"
1306,Roche,Healthcare,Anonymous employee,2025-08-31,3.0,"Great benefits, collaboration, inclusiveness and diversity.","Execution barriers, lack of feedback, work early am hours, slow career growth"
1307,Roche,Healthcare,Research scientist,2025-10-14,5.0,"WLB, good science, great location, good people","Not well run, too many projects"
1308,Roche,Healthcare,Anonymous employee,2025-06-26,1.0,"None, absolute nightmare. Please beware.",Beware this company! A complete nightmare!
1309,Pfizer,Healthcare,Technical project manager,2025-09-25,3.0,Great colleagues to work with and large company with a vast range of opportunities to move around and learn different things,It's a corporate job where money and stock price drive all decisions regardless of all the culture and family first language within the company. Typical corporate politics move the needle in too many situations vs logic and results
1310,Mayo Clinic,Healthcare,Product owner,2025-08-23,5.0,Great growth opportunity and job security,Current area hiring a lot of external leadership who do not come from healthcare backgrounds to lead digital care
1311,GSK,Healthcare,Local delivery lead,2025-03-10,5.0,Great company culture especially for working parents. Incredible maternity and paternity leave. Family first mentality. Lots of opportunities for personal development and advancement,Change is almost constant. GSK values continuous improvement but the changes are so frequent it's hard to adapt and perform day to day work when you're constantly having to learn new platforms and processes.
