review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text,pros_sentiment_score,pros_sentiment_label,cons_sentiment_score,cons_sentiment_label,combined_sentiment_score,combined_sentiment_label
1358,Boston Scientific,Healthcare,Builder,2025-09-30,3.0,"Inside promotion, Good coworkers, Nice people, 3 breaks","Pay, Mandatory OT, Feels draining, Absence Points System,",0.6908,Positive,-0.0258,Neutral,0.33249999999999996,Positive
1359,Boston Scientific,Healthcare,Senior financial analyst,2025-06-23,4.0,Work Life Balance Compensation Interesting Work Company Mission Company Leadership,Opportunities for Advancement are lacking,0.4019,Positive,0.3818,Positive,0.39185,Positive
1360,Johnson & Johnson,Healthcare,"Director, strategy",2025-10-03,4.0,Good pay and medical benefits,Leadership not always consistent on company values,0.6249,Positive,0.4019,Positive,0.5134,Positive
1361,GSK,Healthcare,Senior director,2025-07-27,2.0,Good International exposure and opportunity to move around into different roles,I was treated absolutely horribly through an HR process at the end of my time there and ultimately decided to leave. They use the typical line that everything is being done equitably but everyone knows that it is not. I even made a complaint to HR and ultimately nothing was done. I decided to leave the company after that and it was the best decision I ever made. They really don’t treat their people well when it comes to HR processes.,0.6908,Positive,0.8347,Positive,0.76275,Positive
1362,Mayo Clinic,Healthcare,Anonymous employee,2025-10-14,3.0,Great place to get care,"HR doesn't care about employees concerns, especially if you work in HR. Lately positions are being eliminated and employees are being laid off. Mayo becoming very corporate.",0.8074,Positive,-0.3875,Negative,0.20995,Positive
1363,GSK,Healthcare,Senior scientist,2025-07-31,3.0,Generally helpful people and very strong technical SMEs to learn from,"Not transparent about management, promotions etc. can be quite tribal. lot of groupism to navigate",0.7501,Positive,0.0,Neutral,0.37505,Positive
1364,Boston Scientific,Healthcare,Anonymous employee,2025-07-26,4.0,BSC has a great culture that makes you feel like one of the team.,Limited opportunity for growth despite career length.,0.765,Positive,0.5423,Positive,0.6536500000000001,Positive
1365,Roche,Healthcare,Data manager,2025-07-30,4.0,"Good salary and benefits 
Very good team of people",Work life balance not same for all departments,0.8268,Positive,0.0,Neutral,0.4134,Positive
1366,Boston Scientific,Healthcare,Quality engineer 2,2025-07-16,4.0,Great people to collaborate with and very friendly. Excellent work life balance.,Promotions are not very clear and pay is on the lower side based on market standards.,0.9113,Positive,-0.6445,Negative,0.13340000000000002,Positive
1367,Mayo Clinic,Healthcare,Senior bioinformatician,2025-08-26,4.0,Access to incredible datasets. Work with terrific people. Good benefits for local staff.,Bad benefits for remote staff. Mild compensation. Confusing structure.,0.8225,Positive,-0.4215,Negative,0.2005,Positive
1368,Roche,Healthcare,Systems engineer,2025-09-18,5.0,"Cutting edge tech, great team, great benefits, crazy good health insurance in particular","Long hours, pay is probably average, not bad, just not amazing",0.8957,Positive,-0.1586,Negative,0.36855000000000004,Positive
1369,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-09,4.0,Great team dynamics with resources,Sometimes leads to excess churn,0.7351,Positive,0.0,Neutral,0.36755,Positive
1370,Roche,Healthcare,Senior project manager,2025-03-02,4.0,It's an excellent place to learn. Great travel opportunities. Bonuses can easily exceed the target if the company has a good year. Good stability and work/life balance. Awesome health insurance and other benefits.,"The PM role is more administrative than leading, and it shows. Easy to be pigeonholed, as roles are highly specialized. For the same reason, it can be hard to grow. The usual office politics, though not as bad compared to other places.",0.9816,Positive,0.6542,Positive,0.8179000000000001,Positive
1371,Boston Scientific,Healthcare,Product builder,2025-08-25,2.0,Benefits are pretty good cost-wise 1st shift gives you the rest of the day to yourself,Terrible pay Their idea of DEI is a joke No one is ever on the same page; you ask one person a question and get a different answer when you ask someone else that's at the same level as them! Lots of favoritism at play when it comes to certain supervisors Don't rely on their word when they say an opportunity is in the future for you,0.8271,Positive,0.5848,Positive,0.70595,Positive
1372,Johnson & Johnson,Healthcare,Administrator,2025-09-09,3.0,Pay is good along with flexible work arrangements,Management is young and cannot relate to older generation of employees.,0.5267,Positive,0.0,Neutral,0.26335,Positive
1373,Roche,Healthcare,Customer service,2025-09-02,4.0,The people are super nice. Company culture is very supportive. Low level management will help you get on track if you are struggling. Great benefits.,They have large layoffs every once in a while.,0.9248,Positive,0.0,Neutral,0.4624,Positive
1374,Roche,Healthcare,R&d engineer,2025-05-14,2.0,Big company lends to learning about all different roles. People are generally great,"One or two people can ruin an entire organization with how they lead. I’m amazed what has happened at Roche these last several years and what is allowed to go on. Harassment, hostile work place, poor leadership, not much support, favorites and subjective reviews.",0.6249,Positive,-0.9245,Negative,-0.1498,Negative
1375,Johnson & Johnson,Healthcare,Senior manufacturing engineer,2025-11-06,5.0,"Great work-life balance, benefits and pay Free lunch everyday and gym onsite. Various ERGs and activities on a regular basis.","Limited opportunity for challenging projects in some departments, a lot of less interesting work that needs to be completed. There have been many rounds of layoffs and full changes to management and the future of our part of the company is still unclear.",0.8625,Positive,0.4417,Positive,0.6521,Positive
1376,Johnson & Johnson,Healthcare,Key account specialist,2025-09-30,4.0,Total account logistics support and advancement.,Not to many opportunities for career development.,0.4522,Positive,-0.2924,Negative,0.0799,Positive
1377,Roche,Healthcare,Anonymous employee,2025-09-11,4.0,"Meaningful work, smart colleagues, decent stability, interesting to see interplay between Roche family companies",Some systems still catching up to scale. Hierarchical (in line with other large companies),0.7717,Positive,0.0,Neutral,0.38585,Positive
1378,GSK,Healthcare,Investigator,2025-04-09,4.0,Good environment to learn skills and develop knowledge within the industry,Slow career progression and advancement.,0.4404,Positive,0.0,Neutral,0.2202,Positive
1379,Boston Scientific,Healthcare,Clinical specialist,2025-06-13,5.0,"Great culture, great products, great is you want to work in medical device.","Cons are that it is a big company and while some devices may have that small company feel, not every division is like that.",0.9274,Positive,0.3612,Positive,0.6443,Positive
1380,Pfizer,Healthcare,Principal scientist,2025-07-18,4.0,"flexible work hours, good benefits",high pressure. light speed timeline,0.7506,Positive,-0.296,Negative,0.22730000000000003,Positive
1381,Pfizer,Healthcare,Senior administrative assistant,2025-10-13,4.0,My company was bought out by Pfizer so that sucked. Our company before the buy out in my opinion was better due to the amount of passion and work my company did. I really like the people and then work we stood for. I hoped Pfizer took us to the next level. I was only with Pfizer for 4 months after the merge so I can’t say anything for company.,It’s corporate so sometimes it can be hard to adapt,0.7914,Positive,-0.1027,Negative,0.34435,Positive
1382,Pfizer,Healthcare,Manager,2025-08-03,3.0,"Big company, good flexibility, nice buildings.","Bad leadership, so many disparities amongst colleague's benefits.",0.7964,Positive,-0.2263,Negative,0.28505,Positive
1383,Roche,Healthcare,Senior software engineering manager,2025-05-22,3.0,Great mission and impact in the healthcare space. Intelligent and mission-driven peers in technical and scientific roles. Good benefits and work-life balance in most departments.,"Leadership often feels disconnected from the realities on the ground, especially in software and digital health teams. Decision-making is bureaucratic and risk-averse, which slows down innovation. Engineering culture lacks the agility and modern practices found in comparable companies. Promotions and recognition heavily favor tenure and politics over impact and initiative. Cross-functional alignment is poor — silos between business, product, and engineering make collaboration frustrating.",0.9118,Positive,-0.1779,Negative,0.36695,Positive
1384,Mayo Clinic,Healthcare,Anonymous employee,2025-08-14,4.0,"Mayo Clinic is deeply committed to patient care. Everyone working here prioritizes the needs of the patient above all else. Team members across different roles treat each other with respect and professionalism. Staff parking is provided free of charge onsite. The three shields at Mayo represent research, education, and patient care. Many staff members are actively involved in all three areas, making meaningful contributions to the medical community. A complimentary treat trolley occasionally visits units, offering candy and other sweets for staff to enjoy. Having Mayo Clinic on your résumé is a valuable career milestone, as it is recognized as one of the top hospitals in the world.","The health insurance benefits could be more competitive given Mayo Clinic’s reputation. For example, there is no $0 deductible plan option, premiums remain relatively high, and employees must request their own insurance card directly from the insurance provider. Paid parental leave is currently limited to two weeks. The Minnesota paid parental leave program, which offers up to 20 weeks of paid maternity leave and 12 weeks of paid paternity leave, has not yet been fully implemented. Parking availability can be challenging, particularly during peak hours. Although Mayo states its compensation is competitive, salaries are determined by a strict scale based on years of experience in the profession. In some cases, this can result in significant pay reductions compared to prior roles, such as a $60,000 decrease in pay. There are no unions for nurses or other professions, and the organization actively works to maintain a non-unionized workforce.",0.9886,Positive,0.5413,Positive,0.76495,Positive
